Number,Target variable,Gluteus medius,Gluteus minimus,Adductor longus,Adductor brevis,Adductor magnus,Tensor fasciae latae,Gracilis,Gluteus maximus,Psoas major,Quadriceps,Piriformis,Ipsilateral erector spinae,Contralateral erector spinae,Ipsilateral internal oblique,Contralateral internal oblique,Ipsilateral external oblique,Contralateral external oblique
1,11.10950859,1.05529896,6.4683455,18.74761374,6.42087705,1.3889711,9.27498273,4.25871589,1.12734042,41.56409406,0.55585922,0.727791,58.56398513,61.38911738,19.15301681,24.43800063,6.78256237,26.43644901
2,11.21806722,1.17356353,10.70119784,19.1943919,4.71403278,0.08774114,9.19433697,4.12206724,4.949850334,41.83980723,11.60243255,1.10478157,52.28922219,-28.95347816,7.17234698,30.21045109,2.58452748,27.16201141
3,11.28206956,1.1452559,-3.82354577,19.4550311,6.46320014,0.82520452,8.92808683,4.68534463,4.949850334,40.00947918,1.04500714,1.25485164,53.55945051,-24.0673368,8.79006261,28.35540554,3.39600679,27.21029229
4,11.29744747,1.33723868,6.04613472,6.99655215,15.05708868,4.4556592,8.53346282,5.54055976,4.949850334,40.22663947,7.35507198,1.26548586,60.62687379,57.47631596,33.95866318,17.91513598,10.8562227,27.0172155
5,11.27754737,1.19811695,2.85498338,20.56425697,10.26756745,9.8863207,8.27285984,5.70689418,3.98574689,40.54022791,16.93529483,1.08150742,68.26188827,29.91969738,38.20758604,12.0030445,23.08034092,26.41295435
6,11.198437,1.06654315,1.94250632,21.51996123,8.58455322,21.40752356,8.00316613,5.76390437,13.55749916,39.5943173,32.12092957,0.85296506,82.1854141,21.56157711,40.08621216,9.22426941,39.69987333,25.12068914
7,15.05683233,1.7617164,4.86687378,18.91652138,14.19453685,3.28385077,9.86629107,5.81944101,0.2944279,41.48947382,4.57199134,1.58845918,95.77266808,105.766887,38.37658489,5.08183174,31.52753856,27.06117308
8,15.27445512,12.07621027,3.18301538,18.75910929,18.72133802,5.53030608,9.57961088,6.47588883,0.91194559,42.19383179,8.37480098,1.31993193,80.41031437,73.22727215,40.26620112,6.17088051,34.55814348,27.04252116
9,15.39656497,1.54500298,1.92695201,11.17210263,1.61855578,11.56500894,9.27976883,6.70626668,3.64533731,41.57597566,18.41059692,1.63108925,76.43998301,42.42933503,9.44888947,7.50494194,35.74664163,26.36546688
10,15.43884224,1.23726737,1.37937105,18.70584937,12.77234909,23.5034265,9.0355692,6.75484241,7.40632092,39.78365332,28.74076268,1.15295811,77.06727746,27.58547068,36.12826511,8.05103513,35.50558177,25.13398944
11,15.36557559,0.44776149,1.43304018,9.19001108,16.30417316,37.23851042,8.8896237,6.73177237,9.1709102,41.42415283,27.57229188,0.45770116,89.90770768,36.30184389,13.34050781,7.31877262,33.58406407,21.21018268
12,15.17541424,-1.31380725,2.37010491,19.88741848,14.5956403,35.00708454,8.91481108,6.6778934,5.2005165,41.87698089,21.60200463,-1.05796184,123.0586558,59.65999592,36.96809741,5.26962119,34.77369164,10.06896478
13,10.36941366,0.61601527,2.37280345,19.13688135,0.6026824,6.65670482,8.99448129,5.20287825,3.45136185,40.13834138,6.80458181,1.14431072,59.80344107,103.5152612,11.46723996,35.89559967,26.43580076,36.55373131
14,10.50493285,0.48941104,1.9520838,19.22129828,10.43887653,8.62796411,8.82131072,5.44915988,3.57921702,41.45943363,9.85494737,1.26200202,50.13869945,106.4579615,11.57976113,34.15544664,25.59013746,36.87452711
15,10.56143846,0.67067381,1.69768841,15.92685487,9.11619549,11.57110176,8.65691995,5.57137866,4.05131528,42.28022423,14.84231451,1.09744482,42.62538056,107.0032529,11.50796632,30.17575747,24.73906591,36.98979725
16,10.54376076,0.83144564,1.44262033,20.21585851,10.13080819,16.79088649,8.46206812,5.64190111,4.83521542,41.90442044,20.39201396,1.34432748,35.87970976,105.927199,11.23890713,36.3354257,23.97722275,37.01365924
17,10.4726014,1.11605924,1.2975074,20.70796962,10.39171246,21.16010401,8.29472201,5.66792523,5.37344062,41.82133064,20.45929583,1.79032128,39.87010947,104.953713,10.66146268,36.54303562,23.12842861,36.79581805
18,10.30483398,0.3493315,1.33724222,20.11892706,10.13080819,20.2052164,8.31438435,5.65672769,3.58998315,42.05809385,19.7252858,1.85825883,51.71812778,107.0820083,8.93990437,36.16437379,18.88827308,35.96650409
19,21.32636543,-1.20601661,2.88754613,22.83472842,13.98814195,24.67065892,9.65310727,7.17908408,0.83086891,43.40638821,6.46620169,-1.3129437,35.43978452,79.14062868,18.75506686,32.51300301,11.71810934,36.38183515
20,21.57400131,-1.57404295,3.01975273,21.9128155,16.67517842,31.24013817,9.41386049,7.14087505,2.155783814,43.46205851,7.18113556,-1.68412008,34.66979868,77.43178516,23.97367779,31.876898,9.3446628,36.19715447
21,21.71846063,-1.74144813,2.41560891,17.03402275,25.32898097,32.89382954,9.12109136,7.08551356,0.20429387,43.20481803,11.10398679,-1.96085461,29.20075262,75.09699848,26.16982753,32.57527841,10.47394967,36.44734669
22,21.70944741,-1.83970712,1.86967797,22.6915872,15.31309402,32.61661706,8.84373913,7.01995111,1.81766058,42.85885114,19.6850806,-2.24096223,24.51445388,73.27611768,22.0232979,31.27917465,14.60333034,36.46041211
23,21.49499642,-2.59779464,1.51390332,18.38504302,12.01185924,28.68073654,8.56629711,6.92257687,3.42539859,42.60434568,20.23002005,-2.91126263,22.75994729,73.54455364,15.34834461,33.78462022,19.80411607,36.15826324
24,21.07594128,-3.78523774,1.34698374,20.44549696,15.02219595,30.32305615,8.24699182,6.86805231,4.50069712,42.3874808,20.08319229,-3.88975515,36.86352008,74.92222843,10.31692401,34.07999493,25.6513488,35.7449571
25,25.83456722,-0.29061556,0.61496931,26.71942884,25.86688614,22.28819305,6.90782164,5.74657111,6.25602397,49.45778075,11.90240385,0.17218991,103.7321058,12.88228585,38.20140265,20.84653535,72.34144865,9.66490493
26,26.37123654,0.12327286,0.71210138,31.02148678,21.11307808,24.30494635,6.82164972,7.13138153,6.38715555,48.98254007,43.80058647,0.77810463,103.5321587,13.56302956,41.71275601,22.73077574,69.9236071,9.2707459
27,26.66637725,0.36309491,0.76563408,6.86556108,14.29586374,12.39864336,6.68108596,5.604478682,5.02734811,48.22417141,1.80270976,0.97712587,102.0988108,14.15760755,40.81368991,21.02144897,67.39426932,8.27807576
28,26.65304302,1.45484731,0.50080035,5.4773313,17.71711811,22.07479194,6.18884897,6.71720101,6.91668764,47.21788221,53.21004581,1.37808142,100.2210411,11.54339615,40.36156349,19.02017183,65.90752123,9.39905906
29,26.34741978,-0.00495586,0.23748394,33.45467395,24.26723726,24.76203314,5.09593475,3.78923063,10.63432046,46.50813987,39.89596119,0.94446014,100.449118,11.01423088,42.50842009,12.40694004,63.88920007,7.81778525
30,25.59487538,-4.06506445,0.22893058,36.66439124,24.02248837,25.57727659,5.37193913,4.63800913,5.18869145,47.00485582,6.0258393,-1.66938759,-11.49095755,19.63237892,40.3854011,19.20517439,59.5352232,0.46009652
31,15.68972241,-1.74302558,2.65201891,15.28379853,19.23789461,21.34438633,7.90416834,6.7395805,0.80509639,37.17869442,19.21261049,-2.30587684,147.9822515,40.73754011,52.0346461,7.82923912,58.63065387,6.42866255
32,15.97899837,-0.88161929,1.77092014,12.27564171,14.9725407,22.52566376,7.70002376,6.72956326,2.79156039,38.61684728,46.6017666,-0.87295263,145.7289534,29.56239945,46.07728864,5.68791867,74.99009101,7.56333344
33,16.1010066,0.26914408,1.44847647,7.1766562,16.49924197,22.2748788,7.51558389,6.6737966,4.79622887,40.24067956,47.25603452,1.09742273,138.250537,24.56931426,51.73023261,5.56214498,73.82751003,9.4479702
34,16.03411959,2.74336055,1.29672474,11.0749433,16.49924197,19.90560939,7.25348726,6.59355997,7.29582568,39.38862771,44.88570478,2.52774036,130.0179851,20.42385412,16.63287097,7.65507988,71.95159327,12.7510379
35,15.77991546,6.15721604,1.21678887,23.56411809,15.18510316,19.37244014,6.84536416,6.50371355,10.52389071,39.06713588,40.7817629,4.36935993,118.9850552,16.92347149,40.96983229,11.02178368,69.96088449,18.07091071
36,15.36762673,7.10571921,1.27715218,22.32763337,15.18510316,19.65906118,6.48012046,6.44644026,12.20398875,39.07355166,13.78140715,5.95593164,118.5194352,37.70532453,50.49056339,12.12081763,67.30125763,22.24990991
37,17.86251459,-3.49000474,1.72074649,12.48503957,14.15123835,24.05771489,8.58181957,6.83559078,4.07836507,40.7213616,18.845498,-1.74772696,156.4296735,60.02124192,38.46603108,4.60564429,29.75781481,15.65687859
38,18.17539784,-5.03876309,1.68887959,22.13151438,13.23481109,29.05025538,8.43605816,6.84056266,2.97679647,41.08413499,19.54356895,-2.07988946,152.032404,61.28112535,40.29129679,6.13673165,32.08988599,11.13128356
39,18.28555254,-5.48700876,1.48519114,22.37379811,12.71271337,28.57431974,8.26994873,6.81181639,1.45621496,41.17218878,21.15880745,-0.44932313,146.2445963,56.38314651,39.87115871,8.05346427,33.51038569,10.86702519
40,18.22494817,-3.4991744,1.28328745,23.49056132,9.48613386,27.9900575,8.09172324,6.76995422,0.90295992,41.09879507,21.51501953,-0.682240002,139.9788333,51.23561423,39.62207059,9.88816312,37.28331407,12.5830437
41,17.95011431,-0.13874022,1.04775948,23.20126539,9.757013522,27.4143596,7.88603758,6.72142712,1.10566249,40.94117713,20.70500532,-0.682240002,135.3124805,44.20283631,39.41716632,10.92869954,46.21605769,13.53314445
42,17.46614773,2.02076571,0.91028005,18.363798,9.242122904,27.10443375,7.62331136,6.71928851,1.85130582,40.70268423,17.4226148,1.30295824,131.4570387,37.9855192,39.20126483,12.12830117,54.66255309,13.25071303
43,12.9811429,-3.64007864,1.1150661,18.5971856,18.49608416,24.79772,7.86363201,7.20063615,1.73095689,41.77213891,14.6304096,0.04363795,147.9421349,83.50559332,36.76292936,2.6876119,54.89697358,4.77689904
44,13.1340848,-4.34509243,1.18518531,24.78239118,25.03154032,24.31064286,7.84139645,7.16293517,0.44824021,42.27543324,14.60175922,1.07592273,114.3914301,90.69139257,36.12410627,2.32191582,50.97189846,3.07181752
45,13.20051324,-3.00209629,1.19315763,32.92412574,25.03154032,23.75338291,7.81144348,7.10789054,0.902400306,42.77456554,14.83558325,0.17555565,122.8084201,104.1403692,35.09558788,1.49527583,44.67248709,1.70495904
46,13.16926863,-0.61906269,1.31496044,34.58903793,28.26493785,22.94358678,7.74454018,6.75253882,0.902400306,43.0879151,15.29256501,-0.20543915,55.1592492,115.2731648,33.94824272,1.60845568,36.59169885,1.03056361
47,13.05247799,-2.124582588,1.13779671,5.57290392,33.27125931,21.91036862,7.60256372,1.42892646,0.902400306,43.04393985,6.49407703,-0.493172398,34.96618491,105.1614543,33.42117739,2.74199899,31.12620564,0.71903075
48,12.82905619,-2.621593214,1.16783112,34.35970203,25.84425119,13.02443151,7.45536189,7.11762256,0.902400306,42.76612475,0.39760796,-0.273298858,136.2645558,85.39273999,33.50722093,4.71977928,32.87095568,1.39649989
49,12.24279251,2.1938835,7.47749663,16.66208911,11.03588144,1.87231022,8.3093393,5.3622732,0.80344556,41.68955873,3.51252275,2.00690654,81.32171546,89.58302342,9.62502946,30.18573482,22.71582697,12.58518826
50,12.33377882,1.72324284,6.23914131,19.5909856,16.79492829,3.24683832,8.18325634,5.72144663,0.95331454,41.41872165,4.88051554,1.38914848,67.13656786,108.3342509,6.86578526,31.40236502,18.61326241,15.75979254
51,12.36682241,1.66178714,3.51972613,12.45555063,17.47930147,7.44207651,7.95589282,5.89860765,3.06260606,40.6810537,9.19515825,1.04709859,33.6824019,99.77815297,6.69983652,32.37381994,18.17357624,28.46047116
52,12.37742722,1.77610536,2.21950644,19.04996992,13.86984323,18.91423598,7.60069372,5.93885429,7.79629093,39.83230454,20.04107339,0.87744575,17.95503989,77.80890344,9.08051939,20.66181485,23.33270265,35.21550806
53,12.33976604,1.8007255,1.63102092,22.77859349,11.94245708,24.87005567,6.91512376,5.9238241,15.10060561,38.51693094,22.63363123,0.66691808,11.16894451,59.10009627,11.35354702,33.77460294,25.56878092,35.83113437
54,12.23114488,1.63311524,1.61236858,21.58862536,12.09664786,23.01026277,6.22665668,5.862841,20.99694711,38.23051267,21.94441281,0.51572783,18.03312772,60.38059424,11.24051056,34.38434194,24.37503006,35.0598228
55,12.77977847,15.82685237,4.10736663,22.58481143,16.92889321,5.57437951,8.33813765,5.21785587,9.80311402,42.56300104,5.64272249,1.21398511,82.10440086,112.5385094,30.29496688,40.02321425,24.28685546,36.61074449
56,13.00826641,5.00199558,6.35453272,19.33577997,15.47465022,3.67686481,8.4989903,5.46481548,4.7758073,43.54089359,2.84662245,0.75154831,100.2171488,151.6335734,27.67476446,38.8320298,18.02023351,35.19043066
57,13.13006684,0.08762513,9.14727177,23.97908178,7.46767667,2.69159938,8.67343427,5.48052221,0.58335155,43.89920047,0.53373941,0.05042269,167.3068245,221.4636607,17.31963296,34.93589364,7.05813901,31.94888709
58,13.16296265,-1.46376876,2.49087739,26.70506239,3.53825391,2.33108901,8.82266905,5.59110566,2.646877636,44.9503317,-1.28224155,-1.61763916,281.9826921,226.9860555,9.79969803,20.62914184,2.48446988,24.46170787
59,13.09412042,-4.45161783,11.23825895,27.28992825,8.79608625,3.0994717,8.81962394,5.84137916,3.68089776,45.79197395,-0.86420699,-5.30086702,320.6448876,198.3216856,13.15745456,5.8942466,0.74863629,15.82595266
60,12.89745424,-5.73593576,5.00484827,27.65069775,10.39406832,6.94404422,8.56937532,6.0318744,2.557758334,45.59265557,-0.07331102,-7.58829901,206.2271675,204.2237317,19.17389574,8.14888013,1.08798695,20.50499932
61,15.12418999,0.68496586,3.60323248,31.23550629,22.82562033,11.42363908,10.35784088,4.33901048,1.34450661,43.64472136,30.06263773,2.60556168,40.18570783,91.03653051,18.35765169,39.66070013,27.50167786,45.07285767
62,15.36242899,0.65090983,2.65839469,29.29260344,28.14124439,14.30114234,10.05713998,5.3493326,1.93281135,43.79099016,40.9656802,1.28937234,34.51998116,88.13055205,18.28616701,35.26862435,30.31192102,65.17890452
63,15.4971237,5.12298372,1.7722801,25.70980228,28.9916591,18.09403568,9.77772048,6.66920324,2.64377185,37.44291337,79.8403903,3.08299604,47.89552363,88.31035074,14.11573615,15.28624248,31.56478231,73.73233111
64,15.51093419,3.96634344,0.89348401,26.26513386,33.63842619,30.51202426,9.51805449,7.33326931,2.70260264,43.91039711,95.72089599,3.12670147,49.72982192,92.39377323,5.98821762,36.99237047,27.47445409,72.32095969
65,15.41593842,-1.71508222,0.36558181,28.04073423,25.57856275,62.96270333,9.27342062,7.5475682,2.30743828,44.15287812,83.89571775,1.04262553,59.67240428,64.92823596,19.6921057,39.8070999,13.34763689,70.62265743
66,15.19162945,-6.44404374,0.21709543,32.24999941,25.57856275,61.81365905,9.0179389,7.58782353,2.07945912,44.25342674,80.68665627,-2.03889806,60.23028965,72.00992305,19.6921057,39.55621679,4.53347859,68.9161742
67,14.11100533,4.7637362,11.16111302,16.94007253,5.6519524,2.19348208,8.81853924,2.68906607,3.28873928,36.39570261,6.6569803,7.72671821,36.01824493,94.59056126,37.53539013,34.8081725,22.78498039,29.58473291
68,14.29966992,2.28763726,7.89009062,21.29884598,8.9026136,2.74421766,8.78161399,2.87747257,2.45890169,36.93553309,6.01188374,3.8047273,56.04797437,97.0987754,37.5634009,30.33270295,19.78008575,28.41159286
69,14.36177304,0.89473463,6.70566384,21.69943049,14.91806764,3.2073197,8.74350433,3.16563405,1.23301601,37.5401211,4.89650396,0.80388522,87.07352792,99.74172481,35.93576332,19.05043178,15.1530508,25.68343086
70,14.31682407,0.44252076,6.27111709,20.83224476,17.59471282,3.63051522,8.67850679,3.58599281,0.42932064,38.01197763,3.95065421,0.48203906,124.3245639,99.69796471,32.96353209,10.53687375,11.48404467,19.95801673
71,14.15441699,-0.428521,5.40309139,15.52220206,14.99074392,4.9858667,8.56047169,4.28875373,0.04283781,30.1184847,4.05444674,-0.40896762,131.9810553,95.90231409,32.16966773,6.78385281,10.34796223,11.70199801
72,13.86804143,-1.21410076,4.55751801,15.3168074,15.14086989,7.69198076,8.4155486,5.31151569,0.55185733,31.63870177,4.66319068,-1.65654153,131.9989001,90.0713545,33.58869982,5.58795166,11.05061645,7.63514614
73,20.7844271,1.80763012,5.28042466,19.34900276,11.23568831,3.04878028,8.73986198,3.16193756,2.71900179,37.90700806,3.76785964,2.3245661,59.50103113,124.7053569,33.84040665,16.22416993,20.72300383,30.72673785
74,21.16666409,1.28411455,5.7202863,19.55609668,13.44757894,3.01221762,8.71307743,3.58535347,2.25926893,38.41063575,3.13441583,1.69123853,64.69831583,123.1152923,33.25760728,18.68161678,24.37903364,29.3354608
75,21.36660618,0.60020635,5.85611009,20.20837527,14.65437917,3.15773035,8.71068359,4.16735471,1.38821327,38.97027364,2.79607517,0.97343091,76.42456432,125.9147959,32.54580028,17.91986551,24.45491245,23.94342339
76,21.33928775,0.34966495,5.75753852,20.05752825,15.1780692,3.56912411,8.67270315,5.04408453,0.87656847,39.40918029,2.81431821,0.61313593,80.37551612,123.6499464,31.97038539,16.28268305,23.53585607,17.11286125
77,21.02074672,20.56096348,3.08818855,5.86456389,6.12368963,10.23613263,7.99860756,1.34211437,24.9176805,26.93561959,35.39104181,21.3009643,41.13331788,73.17226811,36.64175434,7.56128098,10.08776695,43.20395127
78,20.40802529,20.58989497,3.06330486,5.86360779,6.17493656,10.40994628,7.98013187,1.34858997,25.23983879,26.72935738,35.41107623,21.33028974,40.92838023,71.65034017,36.65786555,7.57947761,10.26590305,43.20951318
79,12.2861893,-1.00116827,2.9968298,27.00872483,8.14169461,7.09450833,11.36435339,5.10228602,1.568758704,47.44136534,6.81260358,-1.1011174,61.97338462,95.46337659,21.66759344,27.51994694,13.19828428,36.28733439
80,12.53534526,-0.92670461,2.77324238,9.29060593,11.76664759,8.59557415,11.0280572,6.15601103,2.884375448,46.91921771,8.9633337,-1.0145165,56.68552211,93.51578198,27.71055059,32.4344081,15.48660317,36.18158939
81,12.64017044,-1.15502551,2.49102098,20.44363537,18.34029055,11.02164544,10.67706779,7.05227224,0.67737435,47.21084864,12.56178119,-1.05572975,52.93308368,91.98870629,30.44044202,22.31553144,17.10056608,35.9093204
82,12.58042007,-1.50163602,2.28123242,22.29977343,43.71316224,14.71327651,10.3416492,7.28882742,0.87573232,47.13339164,17.85128867,-1.26658233,51.00302108,91.10191008,29.10516312,34.45364234,16.99594276,35.51425489
83,12.37029222,-1.79193385,2.11431151,14.04738076,16.98631708,19.65927007,10.04835547,7.34671063,0.77969776,47.06646429,25.76010148,-1.39502829,50.11637018,90.43722105,26.98832246,28.24587402,16.18367835,35.11484099
84,12.01768583,-2.17364374,1.95730292,29.5716919,12.20524898,29.41412017,9.74963698,7.34429024,0.65038912,46.88039465,33.51945856,-1.64731174,48.92322973,89.79806505,24.36195789,34.69614637,14.56559768,34.7561799
85,15.48367905,4.09382217,2.22749236,20.7911431,16.12121163,6.76197838,8.65598542,5.38642153,6.99860092,41.89728588,21.49543886,21.69172914,55.01092143,67.23938598,33.09547932,18.28056266,96.74865693,29.10611248
86,15.79203988,1.33840565,2.01461813,21.49937136,15.54800189,12.26786536,8.53481636,5.90720472,3.88226719,42.11842979,10.72412144,13.54605028,85.86752943,67.54924303,31.96577569,15.33995055,98.33457289,26.34459963
87,15.95117714,1.5203865,1.86105619,23.38954206,13.23240512,18.47987895,8.37939318,6.06151377,3.32728972,42.12458579,19.8661645,5.32709097,92.24622904,56.4061344,34.04153536,13.57912673,98.08202381,20.98773537
88,15.98318411,1.00068766,1.503214,23.7484607,11.37925108,18.53039278,8.13297665,6.10491931,5.37586443,41.81556071,14.37494722,0.67424329,92.53134848,40.86130255,33.16064208,12.59847724,97.35223206,14.60237288
89,15.92703653,-0.42144228,1.36335023,23.33052217,12.58755826,17.75023385,7.9633901,6.13401248,6.68009146,41.80611231,19.65567608,-0.52047125,94.58056549,56.06754569,33.77552663,10.97661673,93.71174571,9.83304419
90,15.73905532,-3.38360876,1.45732813,10.24643486,11.48821815,18.69116745,8.08555167,6.21988123,1.39063424,42.69508303,16.31488255,-1.49647822,98.42569742,89.8765854,32.30574071,5.86082992,84.43519382,1.72279894
91,10.16254217,-1.19164221,2.06770717,23.19263317,20.71424948,25.09987627,9.16753128,6.4763671,5.26704064,39.43135261,10.28593348,-2.52174033,97.89089848,124.2137131,38.86447033,40.35285301,39.04336685,45.25856566
92,10.27729446,-2.84958871,2.11044097,23.4183696,21.08366498,24.54794718,9.0856331,6.50908724,4.29349865,39.6609202,7.17013043,-4.41756664,95.95974812,113.1137949,38.84372785,44.1041628,38.89930027,41.32026146
93,10.33763906,-4.41384675,2.12065944,23.52808407,21.08366498,23.94135283,8.98031897,6.5088632,3.55797489,39.93169383,5.59924195,-6.00709175,94.00322438,100.6720614,38.32975817,49.28855949,38.79539004,35.85866642
94,10.3432819,-6.26582963,2.15655067,23.92037357,21.08366498,23.31188658,8.91965236,6.47874093,2.65558118,40.28297384,4.28956884,-4.18998685,93.11232821,92.7158047,37.73348381,53.9483699,38.61059257,27.59617825
95,10.27813765,-7.63010082,2.24859438,24.16799922,17.63344691,22.68260965,8.88699541,6.43610364,1.91103308,40.66661568,3.33603619,-2.50566637,92.51737473,87.84458175,37.09286507,57.39842687,38.36324986,18.51331312
96,10.14753813,-8.67741659,2.41810442,24.40422078,23.42754692,22.01500809,8.85868951,6.38616661,0.97310761,41.08034758,2.42760801,-1.1575223,91.88453553,85.05791326,36.27118288,60.95554336,38.05938381,11.8065819
97,11.39534288,-2.20580144,2.54442062,14.58272936,5.04391979,5.93684681,10.03080766,3.84208532,2.24897765,39.72221998,4.73818671,-0.68261923,152.5639537,254.6385914,36.89320952,6.57755681,31.8024637,14.02240789
98,11.70169148,-31.26279106,1.94697006,21.44141006,7.34618749,7.69842694,9.80530421,4.53492199,3.02734,40.13025041,7.64847488,-0.39347794,135.5500937,186.012636,31.16814564,7.86009446,33.33301021,14.75420614
99,11.88655247,2.52314362,1.62679947,20.55997,16.62769611,9.25492863,9.55634037,5.19544091,4.99385063,39.38116602,16.42438302,1.32041319,86.42578227,127.9483948,31.0359457,16.34963788,34.03967631,23.81601574
100,11.94318354,3.77152035,1.4826593,19.75450996,10.65347339,10.97403572,9.37685917,5.44277995,6.14135383,39.27694194,25.84357366,2.39870861,66.02929447,104.4487231,17.28196467,24.65591562,32.42120464,23.6924977
101,11.84980295,2.38572925,1.47124435,20.51704966,7.01797399,13.71429827,9.26163338,5.56579158,5.73365126,39.64436773,24.57164697,2.26424981,76.34038011,96.21922742,35.32152754,24.48348706,33.74863897,20.80253945
102,11.59699542,0.26689739,1.58506745,20.3099414,10.71692156,18.09704422,9.20564995,5.68277823,4.50121276,40.18274247,21.05997168,0.79896793,106.8100852,90.31861276,35.01896139,18.00394434,33.45873518,11.910839
103,14.9169418,-1.76186996,3.48904919,20.96719405,9.07141428,10.60807259,7.72207534,6.4139684,0.40799892,38.26236564,9.59502469,-1.86182405,28.398616,99.56076892,4.64006673,30.30686801,12.54255171,53.04372748
104,15.22664806,-2.33830314,2.67830195,22.22800825,11.24122916,14.68986125,7.61660585,6.4956281,7.645303462,38.61466,14.65733114,-2.2766526,25.15345153,98.9095828,4.21090757,30.65477541,8.83913721,52.15318352
105,15.39790719,-1.08959525,1.99489776,22.35541044,11.12296999,23.17870344,7.47764098,6.51072689,7.645303462,38.67716359,28.27712692,-2.23531457,28.5738895,96.08872245,14.67222451,31.2282423,15.01341207,51.57371276
106,15.42102843,6.3839189,1.37913794,22.2307941,11.12296999,24.67291398,7.25072007,6.45149244,5.01348943,38.30301652,37.58947599,-0.22665926,22.70905238,87.1566009,33.14986206,32.27827081,33.51273623,51.27615823
107,15.40644439,18.36213043,0.97932481,22.01834769,17.46870539,24.09996436,6.84262267,6.36034341,13.88844153,37.87714177,35.48353787,4.70584464,15.14115621,67.28447182,47.01777455,33.50397566,76.74776734,50.84299922
108,15.23576756,21.12714135,0.88032291,21.28280281,6.06685353,23.57888669,6.59522544,6.30224643,18.23921308,37.91533739,32.34107343,9.61833323,14.09524231,68.39881858,44.21088218,34.13497907,81.844787,49.9656129
109,16.01827947,-2.13950449,17.19910348,6.81939294,0.80720554,2.35468369,8.49689668,5.67065476,2.557758334,23.99569107,0.936428158,-3.22983599,211.3134166,150.911032,9.87095916,20.96975599,8.17264914,20.43455664
110,16.30031774,-1.98915923,15.00249669,7.91126388,10.77593414,4.03124039,8.27588371,5.91233011,2.084828556,40.28225227,8.173100168,-3.83284909,137.3877803,141.7596143,12.63026696,18.35525583,6.89274333,23.94917433
111,16.44965699,-1.47395641,9.9650102,20.14535386,10.17208619,8.27606554,8.05342773,5.98098213,2.069060802,39.65660501,2.6573315,-3.65946653,75.51391903,129.9619301,16.25255338,32.7436945,9.42197904,38.95028134
112,16.45086707,0.6847135,5.11273601,15.51948445,12.16776931,14.65065467,7.92281568,5.95662396,0.328043,39.71711747,7.69469468,-2.77246413,62.48435874,128.6340659,16.21118243,33.72128006,10.62521064,38.65867913
113,16.29421692,0.92223709,3.916344,20.32283388,12.16776931,15.22441593,7.88032579,5.9164603,4.50267814,40.01318644,13.98073041,-1.70746077,68.34371813,133.3788045,11.40715395,33.56732685,9.27616347,37.61459597
114,15.94805703,-1.18373307,4.12530478,21.2805033,16.46516356,14.79325475,7.87613849,5.90245942,2.59891168,40.53963984,15.99900484,-1.58298667,85.66731015,137.1145871,6.82409669,32.65678981,5.78571289,35.34552916
115,11.5413251,0.0603218,3.17867944,22.66491091,22.61883857,9.00707176,9.54561265,5.50139244,2.16602938,39.58424048,6.42231948,0.46961173,87.70025897,98.97609013,37.24104611,22.21788434,52.90132481,29.87752614
116,11.74468519,-0.03437338,3.04327425,23.47944055,21.02424302,10.10406215,9.4567282,6.22118195,1.58314629,40.10601363,6.00977606,-0.01863817,97.88741926,96.9388872,40.06393884,22.90889054,51.11284081,28.62784108
117,11.87805587,-0.98435381,2.70410052,27.23364156,8.96293046,12.45571768,9.34672803,6.5266393,1.13766188,40.49692657,6.48648515,-0.59423797,114.6210116,92.26445332,39.11975504,22.12929539,49.76322685,26.60348109
118,11.91369988,-2.47716196,2.34210547,25.02291897,25.59241505,17.02126531,9.21878346,6.67021066,0.82956943,40.97542987,8.05377369,-0.72019738,144.8976521,89.50834859,38.27300568,19.53954963,48.06412415,22.07356173
119,11.86762918,-4.14609571,1.99443509,27.64038866,17.91736234,23.98143488,9.10343872,6.72521004,0.26284677,41.45250505,10.73035152,-0.42215819,153.7195591,92.12594184,37.94996519,15.90238474,45.83641514,13.9371715
120,11.72397688,-4.21483016,1.70486045,27.23306535,11.38838458,31.01177022,8.98001501,6.74451991,1.19585075,41.87835494,16.15233357,-0.257123996,154.8872824,97.65885309,37.35571568,11.72459516,43.01183237,8.36458651
121,13.60779065,-0.89994216,5.50349141,13.9671733,13.18889686,0.78378905,8.73493014,5.58379136,2.53407114,35.67199149,0.98861002,-0.20227908,255.0083754,292.528137,39.48135321,33.72634963,40.12144222,9.43178723
122,13.79735607,-0.78129162,4.77173647,25.21891118,15.68506839,0.67576146,8.54620352,6.1021584,2.53407114,35.38799257,2.61739645,0.60829744,240.6669142,267.9706894,29.40341217,38.96888262,24.46273355,8.47798291
123,13.91849381,-0.42385026,2.58968248,25.0401882,9.919937804,3.43574071,8.26814109,6.51095594,11.30221272,36.16211489,8.06594889,0.80974455,227.79549,165.3372032,46.26358574,35.36227011,32.96080189,9.42532981
124,13.96586588,-0.80277051,1.63956574,20.79277236,15.75479088,9.74649625,8.01947064,6.61873882,11.30221272,39.84636833,23.35482291,0.43347453,218.4808846,92.06046683,43.96577578,27.7970525,55.95835434,9.59814909
